physics_step,sim_time_s,phase,label,tcp_x,tcp_y,tcp_z,obj_x,obj_y,obj_z,quat_w,quat_x,quat_y,quat_z,q5_deg,q5_cmd_deg,target_error_m,object_drift_m,object_speed_mps,tilt_deg,upright_z,marker,attach_calls_total,posewrite_calls_total
188,1.88,approach,approach_open_wp021,0.28305,-0.092051,0.222375,0.213861,-0.19573,0.025,1.0,1.7e-05,-3e-06,-0.000166,88.3094,88.31,0.001935,2e-06,0.000432,0.002,1.0,0,0,0
189,1.89,approach,approach_open_wp022,0.282345,-0.093065,0.221171,0.213863,-0.195729,0.025,1.0,-4e-06,1.7e-05,-0.000169,88.3095,88.31,0.007883,2e-06,0.00071,0.0021,1.0,0,0,0
190,1.9,approach,approach_open_wp022,0.281769,-0.093968,0.219984,0.213861,-0.195728,0.025,1.0,-1.4e-05,-1.5e-05,-0.000162,88.3094,88.31,0.006299,2e-06,0.000652,0.0023,1.0,0,0,0
191,1.91,approach,approach_open_wp022,0.281291,-0.094701,0.219017,0.213861,-0.19573,0.025,1.0,1.6e-05,-6e-06,-0.000166,88.3094,88.31,0.005011,0.0,0.000453,0.002,1.0,0,0,0
192,1.92,approach,approach_open_wp022,0.280895,-0.095297,0.218234,0.213863,-0.195729,0.025,1.0,-2e-06,1.8e-05,-0.000169,88.3094,88.31,0.00397,2e-06,0.000743,0.0021,1.0,0,0,0
193,1.93,approach,approach_open_wp022,0.280568,-0.095782,0.217599,0.213861,-0.195728,0.025,1.0,-1.6e-05,-1.3e-05,-0.000163,88.3094,88.31,0.003132,2e-06,0.000597,0.0023,1.0,0,0,0
194,1.94,approach,approach_open_wp022,0.280299,-0.096176,0.217084,0.213861,-0.19573,0.025,1.0,1.5e-05,-9e-06,-0.000165,88.3094,88.31,0.002462,0.0,0.000486,0.002,1.0,0,0,0
195,1.95,approach,approach_open_wp022,0.280076,-0.096497,0.216666,0.213863,-0.195729,0.025,1.0,0.0,1.9e-05,-0.000169,88.3094,88.31,0.001932,2e-06,0.000759,0.0022,1.0,0,0,0
196,1.96,approach,approach_open_wp023,0.279373,-0.097511,0.215463,0.213861,-0.195728,0.025,1.0,-1.7e-05,-1e-05,-0.000163,88.3094,88.31,0.00789,2e-06,0.000545,0.0023,1.0,0,0,0
197,1.97,approach,approach_open_wp023,0.278796,-0.098413,0.214275,0.213861,-0.19573,0.025,1.0,1.3e-05,-1.1e-05,-0.000164,88.3094,88.31,0.006303,2e-06,0.000526,0.0019,1.0,0,0,0
198,1.98,approach,approach_open_wp023,0.278318,-0.099147,0.213308,0.213863,-0.195729,0.025,1.0,3e-06,2e-05,-0.00017,88.3094,88.31,0.005015,0.0,0.000765,0.0023,1.0,0,0,0
199,1.99,approach,approach_open_wp023,0.277922,-0.099743,0.212524,0.213862,-0.195728,0.025,1.0,-1.9e-05,-7e-06,-0.000163,88.3094,88.31,0.003973,2e-06,0.000496,0.0023,1.0,0,0,0
200,2.0,approach,approach_open_wp023,0.277595,-0.100228,0.211889,0.213861,-0.19573,0.025,1.0,1.1e-05,-1.3e-05,-0.000164,88.3094,88.31,0.003133,2e-06,0.000568,0.0019,1.0,0,0,0
201,2.01,approach,approach_open_wp023,0.277325,-0.100622,0.211374,0.213863,-0.19573,0.025,1.0,5e-06,1.9e-05,-0.00017,88.3094,88.31,0.002461,0.0,0.000761,0.0023,1.0,0,0,0
202,2.02,approach,approach_open_wp023,0.277103,-0.100944,0.210956,0.213862,-0.195728,0.025,1.0,-1.9e-05,-4e-06,-0.000164,88.3094,88.31,0.00193,2e-06,0.000454,0.0022,1.0,0,0,0
203,2.03,approach,approach_open_wp024,0.276402,-0.101956,0.209753,0.213861,-0.19573,0.025,1.0,9e-06,-1.5e-05,-0.000164,88.3094,88.31,0.007896,2e-06,0.000619,0.002,1.0,0,0,0
204,2.04,approach,approach_open_wp024,0.275824,-0.102859,0.208565,0.213863,-0.19573,0.025,1.0,8e-06,1.9e-05,-0.00017,88.3094,88.31,0.006308,2e-06,0.000741,0.0023,1.0,0,0,0
205,2.05,approach,approach_open_wp024,0.275346,-0.103592,0.207598,0.213862,-0.195728,0.025,1.0,-1.8e-05,-0.0,-0.000165,88.3094,88.31,0.005018,0.0,0.00043,0.0021,1.0,0,0,0
206,2.06,approach,approach_open_wp024,0.27495,-0.104189,0.206814,0.213861,-0.19573,0.025,1.0,7e-06,-1.6e-05,-0.000163,88.3094,88.31,0.003975,2e-06,0.000665,0.002,1.0,0,0,0
207,2.07,approach,approach_open_wp024,0.274622,-0.104673,0.206178,0.213863,-0.19573,0.025,1.0,1.1e-05,1.7e-05,-0.00017,88.3094,88.31,0.003135,2e-06,0.000704,0.0023,1.0,0,0,0
208,2.08,approach,approach_open_wp024,0.274353,-0.105068,0.205663,0.213862,-0.195728,0.025,1.0,-1.7e-05,3e-06,-0.000165,88.3094,88.31,0.002461,0.0,0.000429,0.002,1.0,0,0,0
209,2.09,approach,approach_open_wp024,0.27413,-0.105389,0.205245,0.213861,-0.195729,0.025,1.0,4e-06,-1.7e-05,-0.000163,88.3094,88.31,0.001928,2e-06,0.000708,0.002,1.0,0,0,0
210,2.1,approach,approach_open_wp025,0.273432,-0.106401,0.204043,0.213863,-0.19573,0.025,1.0,1.4e-05,1.5e-05,-0.000169,88.3094,88.31,0.007902,2e-06,0.000657,0.0024,1.0,0,0,0
211,2.11,approach,approach_open_wp025,0.272853,-0.107304,0.202854,0.213862,-0.195728,0.025,1.0,-1.6e-05,6e-06,-0.000166,88.3094,88.31,0.006313,2e-06,0.000451,0.002,1.0,0,0,0
212,2.12,approach,approach_open_wp025,0.272374,-0.108037,0.201887,0.213861,-0.195729,0.025,1.0,2e-06,-1.8e-05,-0.000162,88.3094,88.31,0.005022,0.0,0.000743,0.0021,1.0,0,0,0
213,2.13,approach,approach_open_wp025,0.271978,-0.108634,0.201103,0.213863,-0.19573,0.025,1.0,1.6e-05,1.3e-05,-0.000169,88.3094,88.31,0.003978,2e-06,0.000597,0.0023,1.0,0,0,0
214,2.14,approach,approach_open_wp025,0.27165,-0.109119,0.200467,0.213863,-0.195728,0.025,1.0,-1.5e-05,9e-06,-0.000166,88.3094,88.31,0.003136,2e-06,0.000487,0.002,1.0,0,0,0
215,2.15,approach,approach_open_wp025,0.271381,-0.109513,0.199951,0.213861,-0.195729,0.025,1.0,-1e-06,-1.9e-05,-0.000162,88.3094,88.31,0.002461,0.0,0.000766,0.0022,1.0,0,0,0
216,2.16,approach,approach_open_wp025,0.271158,-0.109835,0.199533,0.213862,-0.19573,0.025,1.0,1.7e-05,9e-06,-0.000168,88.3094,88.31,0.001926,2e-06,0.000532,0.0023,1.0,0,0,0
217,2.17,approach,approach_open_wp026,0.270463,-0.110845,0.198331,0.213863,-0.195728,0.025,1.0,-1.2e-05,1.1e-05,-0.000167,88.3094,88.31,0.007907,2e-06,0.000537,0.0019,1.0,0,0,0
218,2.18,approach,approach_open_wp026,0.269883,-0.111749,0.197142,0.213861,-0.195729,0.025,1.0,-4e-06,-2e-05,-0.000162,88.3094,88.31,0.006317,2e-06,0.000766,0.0023,1.0,0,0,0
219,2.19,approach,approach_open_wp026,0.269403,-0.112483,0.196175,0.213862,-0.19573,0.025,1.0,1.9e-05,6e-06,-0.000168,88.3094,88.31,0.005025,0.0,0.000478,0.0022,1.0,0,0,0
220,2.2,approach,approach_open_wp026,0.269006,-0.113079,0.19539,0.213863,-0.195729,0.025,1.0,-1.1e-05,1.4e-05,-0.000168,88.3094,88.31,0.00398,2e-06,0.000587,0.002,1.0,0,0,0
221,2.21,approach,approach_open_wp026,0.268679,-0.113564,0.194754,0.213861,-0.195729,0.025,1.0,-6e-06,-1.9e-05,-0.000162,88.3094,88.31,0.003137,2e-06,0.000758,0.0023,1.0,0,0,0
222,2.22,approach,approach_open_wp026,0.268409,-0.113959,0.194238,0.213862,-0.19573,0.025,1.0,1.8e-05,2e-06,-0.000167,88.3094,88.31,0.002461,0.0,0.000443,0.0021,1.0,0,0,0
223,2.23,approach,approach_open_wp026,0.268187,-0.11428,0.193819,0.213863,-0.195729,0.025,1.0,-9e-06,1.5e-05,-0.000168,88.3094,88.31,0.001925,2e-06,0.000633,0.002,1.0,0,0,0
224,2.24,approach,approach_open_wp027,0.267494,-0.11529,0.192619,0.213861,-0.195729,0.025,1.0,-9e-06,-1.8e-05,-0.000162,88.3094,88.31,0.007913,2e-06,0.000733,0.0023,1.0,0,0,0
225,2.25,approach,approach_open_wp027,0.266913,-0.116193,0.191429,0.213862,-0.19573,0.025,1.0,1.8e-05,-1e-06,-0.000167,88.3094,88.31,0.006321,2e-06,0.000426,0.0021,1.0,0,0,0
226,2.26,approach,approach_open_wp027,0.266433,-0.116927,0.190461,0.213863,-0.195729,0.025,1.0,-7e-06,1.7e-05,-0.000169,88.3094,88.31,0.005029,0.0,0.000676,0.002,1.0,0,0,0
227,2.27,approach,approach_open_wp027,0.266036,-0.117524,0.189676,0.213861,-0.195728,0.025,1.0,-1.1e-05,-1.7e-05,-0.000162,88.3094,88.31,0.003982,2e-06,0.0007,0.0024,1.0,0,0,0
228,2.28,approach,approach_open_wp027,0.265708,-0.118009,0.18904,0.213861,-0.19573,0.025,1.0,1.7e-05,-3e-06,-0.000166,88.3094,88.31,0.003138,2e-06,0.000431,0.002,1.0,0,0,0
229,2.29,approach,approach_open_wp027,0.265438,-0.118403,0.188524,0.213863,-0.195729,0.025,1.0,-4e-06,1.8e-05,-0.000169,88.3094,88.31,0.002461,0.0,0.000711,0.0021,1.0,0,0,0
230,2.3,approach,approach_open_wp027,0.265216,-0.118725,0.188105,0.213861,-0.195728,0.025,1.0,-1.4e-05,-1.5e-05,-0.000162,88.3094,88.31,0.001924,2e-06,0.000654,0.0024,1.0,0,0,0
231,2.31,approach,approach_open_wp028,0.264526,-0.119734,0.186905,0.213861,-0.19573,0.025,1.0,1.6e-05,-6e-06,-0.000166,88.3095,88.31,0.007918,2e-06,0.000452,0.002,1.0,0,0,0
232,2.32,approach,approach_open_wp028,0.263944,-0.120637,0.185715,0.213863,-0.195729,0.025,1.0,-2e-06,1.9e-05,-0.000169,88.3094,88.31,0.006325,2e-06,0.000739,0.0022,1.0,0,0,0
233,2.33,approach,approach_open_wp028,0.263463,-0.121372,0.184747,0.213861,-0.195728,0.025,1.0,-1.6e-05,-1.3e-05,-0.000162,88.3094,88.31,0.005032,0.0,0.000599,0.0023,1.0,0,0,0
234,2.34,approach,approach_open_wp028,0.263066,-0.121968,0.183962,0.213861,-0.19573,0.025,1.0,1.5e-05,-9e-06,-0.000165,88.3094,88.31,0.003984,2e-06,0.000487,0.002,1.0,0,0,0
235,2.35,approach,approach_open_wp028,0.262738,-0.122453,0.183325,0.213863,-0.195729,0.025,1.0,0.0,1.9e-05,-0.00017,88.3094,88.31,0.003139,2e-06,0.00076,0.0022,1.0,0,0,0
236,2.36,approach,approach_open_wp028,0.262468,-0.122848,0.182808,0.213861,-0.195728,0.025,1.0,-1.7e-05,-1e-05,-0.000163,88.3094,88.31,0.002461,0.0,0.000543,0.0023,1.0,0,0,0
237,2.37,approach,approach_open_wp028,0.262246,-0.123169,0.182389,0.213861,-0.19573,0.025,1.0,1.3e-05,-1.1e-05,-0.000164,88.3094,88.31,0.001923,2e-06,0.000526,0.0019,1.0,0,0,0
238,2.38,approach,approach_open_wp029,0.261558,-0.124177,0.18119,0.213863,-0.195729,0.025,1.0,3e-06,1.9e-05,-0.00017,88.3095,88.31,0.007923,2e-06,0.000769,0.0022,1.0,0,0,0
239,2.39,approach,approach_open_wp029,0.260976,-0.125081,0.18,0.213862,-0.195728,0.025,1.0,-1.8e-05,-6e-06,-0.000164,88.3094,88.31,0.006329,2e-06,0.000485,0.0022,1.0,0,0,0
240,2.4,approach,approach_open_wp029,0.260494,-0.125816,0.179031,0.213861,-0.19573,0.025,1.0,1.1e-05,-1.3e-05,-0.000164,88.3094,88.31,0.005034,0.0,0.000582,0.0019,1.0,0,0,0
241,2.41,approach,approach_open_wp029,0.260096,-0.126412,0.178246,0.213863,-0.19573,0.025,1.0,6e-06,1.9e-05,-0.00017,88.3094,88.31,0.003986,2e-06,0.000763,0.0023,1.0,0,0,0
242,2.42,approach,approach_open_wp029,0.259768,-0.126897,0.177608,0.213862,-0.195728,0.025,1.0,-1.9e-05,-3e-06,-0.000164,88.3093,88.31,0.00314,2e-06,0.000447,0.0022,1.0,0,0,0
243,2.43,approach,approach_open_wp029,0.259497,-0.127292,0.177092,0.213861,-0.19573,0.025,1.0,9e-06,-1.5e-05,-0.000163,88.3093,88.31,0.002462,0.0,0.000628,0.002,1.0,0,0,0
244,2.44,approach,approach_open_wp029,0.259275,-0.127613,0.176672,0.213863,-0.19573,0.025,1.0,9e-06,1.9e-05,-0.00017,88.3093,88.31,0.001922,2e-06,0.000734,0.0024,1.0,0,0,0
245,2.45,approach,approach_open_wp030,0.258591,-0.128621,0.175473,0.213862,-0.195728,0.025,1.0,-1.8e-05,1e-06,-0.000165,88.3094,88.31,0.007927,2e-06,0.000428,0.0021,1.0,0,0,0
246,2.46,approach,approach_open_wp030,0.258008,-0.129525,0.174283,0.213861,-0.19573,0.025,1.0,7e-06,-1.6e-05,-0.000163,88.3094,88.31,0.006332,2e-06,0.000675,0.002,1.0,0,0,0
247,2.47,approach,approach_open_wp030,0.257525,-0.130259,0.173314,0.213863,-0.19573,0.025,1.0,1.2e-05,1.7e-05,-0.00017,88.3094,88.31,0.005037,0.0,0.000696,0.0024,1.0,0,0,0
248,2.48,approach,approach_open_wp030,0.257127,-0.130856,0.172528,0.213862,-0.195728,0.025,1.0,-1.7e-05,4e-06,-0.000165,88.3094,88.31,0.003988,2e-06,0.000431,0.002,1.0,0,0,0
249,2.49,approach,approach_open_wp030,0.256798,-0.131341,0.171891,0.213861,-0.195729,0.025,1.0,4e-06,-1.8e-05,-0.000163,88.3093,88.31,0.003141,2e-06,0.000713,0.0021,1.0,0,0,0
250,2.5,approach,approach_open_wp030,0.256528,-0.131736,0.171374,0.213863,-0.19573,0.025,1.0,1.4e-05,1.5e-05,-0.000169,88.3093,88.31,0.002462,0.0,0.000643,0.0024,1.0,0,0,0
251,2.51,approach,approach_open_wp030,0.256306,-0.132057,0.170954,0.213863,-0.195728,0.025,1.0,-1.6e-05,7e-06,-0.000166,88.3093,88.31,0.001921,2e-06,0.000461,0.002,1.0,0,0,0
252,2.52,approach,approach_open_wp031,0.255666,-0.133083,0.169703,0.213861,-0.195729,0.025,1.0,1e-06,-1.9e-05,-0.000162,88.3095,88.31,0.007901,2e-06,0.00075,0.0022,1.0,0,0,0
253,2.53,approach,approach_open_wp031,0.255119,-0.134005,0.168452,0.213863,-0.19573,0.025,1.0,1.7e-05,1.2e-05,-0.000169,88.3094,88.31,0.006274,2e-06,0.000579,0.0023,1.0,0,0,0
254,2.54,approach,approach_open_wp031,0.254667,-0.134754,0.167433,0.213863,-0.195728,0.025,1.0,-1.4e-05,9e-06,-0.000167,88.3094,88.31,0.004956,0.0,0.000497,0.0019,1.0,0,0,0
255,2.55,approach,approach_open_wp031,0.254292,-0.135363,0.166607,0.213861,-0.195729,0.025,1.0,-1e-06,-1.9e-05,-0.000162,88.3094,88.31,0.003895,2e-06,0.00076,0.0022,1.0,0,0,0
256,2.56,approach,approach_open_wp031,0.253983,-0.135857,0.165936,0.213862,-0.19573,0.025,1.0,1.7e-05,9e-06,-0.000168,88.3093,88.31,0.003048,2e-06,0.000528,0.0023,1.0,0,0,0
257,2.57,approach,approach_open_wp031,0.253729,-0.13626,0.165392,0.213863,-0.195728,0.025,1.0,-1.2e-05,1.1e-05,-0.000167,88.3093,88.31,0.00238,0.0,0.000537,0.0019,1.0,0,0,0
258,2.58,approach,approach_open_wp031,0.25352,-0.136588,0.164951,0.213861,-0.195729,0.025,1.0,-3e-06,-2e-05,-0.000162,88.3093,88.31,0.001865,2e-06,0.000769,0.0023,1.0,0,0,0
259,2.59,approach,approach_open_wp032,0.252848,-0.137597,0.163746,0.213862,-0.19573,0.025,1.0,1.8e-05,6e-06,-0.000168,88.3094,88.31,0.007768,2e-06,0.00048,0.0022,1.0,0,0,0
260,2.6,approach,approach_open_wp032,0.252266,-0.138504,0.162551,0.213863,-0.195729,0.025,1.0,-1.1e-05,1.4e-05,-0.000168,88.3094,88.31,0.006178,2e-06,0.000583,0.002,1.0,0,0,0
261,2.61,approach,approach_open_wp032,0.251785,-0.139241,0.161578,0.213861,-0.195729,0.025,1.0,-6e-06,-1.9e-05,-0.000162,88.3094,88.31,0.00489,0.0,0.00076,0.0023,1.0,0,0,0
262,2.62,approach,approach_open_wp032,0.251388,-0.139839,0.160789,0.213862,-0.19573,0.025,1.0,1.8e-05,2e-06,-0.000167,88.3094,88.31,0.003853,2e-06,0.000442,0.0021,1.0,0,0,0
263,2.63,approach,approach_open_wp032,0.251061,-0.140325,0.160149,0.213863,-0.195729,0.025,1.0,-9e-06,1.5e-05,-0.000168,88.3093,88.31,0.003023,2e-06,0.000634,0.002,1.0,0,0,0
264,2.64,approach,approach_open_wp032,0.250792,-0.140721,0.15963,0.213861,-0.195729,0.025,1.0,-9e-06,-1.8e-05,-0.000162,88.3093,88.31,0.002367,0.0,0.000731,0.0024,1.0,0,0,0
265,2.65,approach,approach_open_wp032,0.250571,-0.141043,0.159208,0.213862,-0.19573,0.025,1.0,1.8e-05,-1e-06,-0.000167,88.3093,88.31,0.00186,2e-06,0.000427,0.0021,1.0,0,0,0
266,2.66,approach,approach_open_wp033,0.249879,-0.14204,0.15802,0.213863,-0.195729,0.025,1.0,-6e-06,1.6e-05,-0.000169,88.3094,88.31,0.007765,2e-06,0.000678,0.002,1.0,0,0,0
267,2.67,approach,approach_open_wp033,0.249277,-0.142937,0.15684,0.213861,-0.195728,0.025,1.0,-1.2e-05,-1.7e-05,-0.000162,88.3094,88.31,0.006181,2e-06,0.000693,0.0023,1.0,0,0,0
268,2.68,approach,approach_open_wp033,0.24878,-0.143665,0.155878,0.213861,-0.19573,0.025,1.0,1.7e-05,-4e-06,-0.000166,88.3094,88.31,0.004897,0.0,0.000433,0.002,1.0,0,0,0
269,2.69,approach,approach_open_wp033,0.248369,-0.144256,0.155099,0.213863,-0.195729,0.025,1.0,-4e-06,1.8e-05,-0.000169,88.3094,88.31,0.00386,2e-06,0.00072,0.0021,1.0,0,0,0
270,2.7,approach,approach_open_wp033,0.248032,-0.144737,0.154466,0.213861,-0.195728,0.025,1.0,-1.4e-05,-1.5e-05,-0.000162,88.3093,88.31,0.003029,2e-06,0.000639,0.0024,1.0,0,0,0
271,2.71,approach,approach_open_wp033,0.247754,-0.145128,0.153952,0.213861,-0.19573,0.025,1.0,1.6e-05,-7e-06,-0.000165,88.3093,88.31,0.002368,0.0,0.000457,0.002,1.0,0,0,0
272,2.72,approach,approach_open_wp033,0.247527,-0.145446,0.153536,0.213863,-0.195729,0.025,1.0,-2e-06,1.9e-05,-0.000169,88.3093,88.31,0.001853,2e-06,0.000743,0.0021,1.0,0,0,0
273,2.73,approach,approach_open_wp034,0.246822,-0.146416,0.152363,0.213861,-0.195728,0.025,1.0,-1.6e-05,-1.3e-05,-0.000163,88.3094,88.31,0.007811,2e-06,0.000594,0.0023,1.0,0,0,0
274,2.74,approach,approach_open_wp034,0.246205,-0.147287,0.151198,0.213861,-0.19573,0.025,1.0,1.5e-05,-9e-06,-0.000165,88.3094,88.31,0.006243,2e-06,0.000483,0.002,1.0,0,0,0
275,2.75,approach,approach_open_wp034,0.245696,-0.147995,0.15025,0.213863,-0.195729,0.025,1.0,0.0,1.9e-05,-0.000169,88.3094,88.31,0.004971,0.0,0.000762,0.0022,1.0,0,0,0
276,2.76,approach,approach_open_wp034,0.245277,-0.14857,0.14948,0.213861,-0.195728,0.025,1.0,-1.7e-05,-1e-05,-0.000163,88.3094,88.31,0.003943,2e-06,0.000544,0.0023,1.0,0,0,0
277,2.77,approach,approach_open_wp034,0.244931,-0.149037,0.148856,0.213861,-0.19573,0.025,1.0,1.3e-05,-1.1e-05,-0.000164,88.3093,88.31,0.003116,2e-06,0.000524,0.0019,1.0,0,0,0
278,2.78,approach,approach_open_wp034,0.244648,-0.149417,0.148349,0.213863,-0.195729,0.025,1.0,3e-06,1.9e-05,-0.00017,88.3093,88.31,0.002456,0.0,0.000774,0.0022,1.0,0,0,0
279,2.79,approach,approach_open_wp034,0.244415,-0.149726,0.147938,0.213862,-0.195728,0.025,1.0,-1.8e-05,-6e-06,-0.000164,88.3093,88.31,0.001936,2e-06,0.000484,0.0022,1.0,0,0,0
280,2.8,approach,approach_open_wp035,0.243731,-0.150736,0.14675,0.213861,-0.19573,0.025,1.0,1.1e-05,-1.3e-05,-0.000164,88.3094,88.31,0.007907,2e-06,0.000587,0.0019,1.0,0,0,0
281,2.81,approach,approach_open_wp035,0.243127,-0.151646,0.145564,0.213863,-0.19573,0.025,1.0,6e-06,1.9e-05,-0.00017,88.3094,88.31,0.006306,2e-06,0.000762,0.0023,1.0,0,0,0
282,2.82,approach,approach_open_wp035,0.242628,-0.152384,0.144599,0.213862,-0.195728,0.025,1.0,-1.9e-05,-3e-06,-0.000164,88.3094,88.31,0.005006,0.0,0.000447,0.0022,1.0,0,0,0
283,2.83,approach,approach_open_wp035,0.242217,-0.152984,0.143815,0.213861,-0.19573,0.025,1.0,9e-06,-1.5e-05,-0.000163,88.3094,88.31,0.003954,2e-06,0.00063,0.002,1.0,0,0,0
284,2.84,approach,approach_open_wp035,0.241879,-0.153471,0.143179,0.213863,-0.19573,0.025,1.0,9e-06,1.9e-05,-0.00017,88.3093,88.31,0.003107,2e-06,0.000735,0.0023,1.0,0,0,0
285,2.85,approach,approach_open_wp035,0.241601,-0.153868,0.142662,0.213862,-0.195728,0.025,1.0,-1.8e-05,0.0,-0.000165,88.3093,88.31,0.002429,0.0,0.000429,0.0021,1.0,0,0,0
286,2.86,approach,approach_open_wp035,0.241373,-0.154191,0.142243,0.213861,-0.19573,0.025,1.0,7e-06,-1.6e-05,-0.000163,88.3093,88.31,0.001893,2e-06,0.000673,0.002,1.0,0,0,0
287,2.87,approach,approach_open_wp036,0.240719,-0.155206,0.141061,0.213863,-0.19573,0.025,1.0,1.1e-05,1.7e-05,-0.000169,88.3094,88.31,0.007894,2e-06,0.000701,0.0024,1.0,0,0,0
288,2.88,approach,approach_open_wp036,0.240138,-0.15612,0.139881,0.213862,-0.195728,0.025,1.0,-1.7e-05,3e-06,-0.000165,88.3094,88.31,0.006302,2e-06,0.000428,0.002,1.0,0,0,0
289,2.89,approach,approach_open_wp036,0.239658,-0.156862,0.138919,0.213861,-0.195729,0.025,1.0,4e-06,-1.7e-05,-0.000163,88.3094,88.31,0.005009,0.0,0.000709,0.0021,1.0,0,0,0
290,2.9,approach,approach_open_wp036,0.239262,-0.157464,0.138139,0.213863,-0.19573,0.025,1.0,1.3e-05,1.5e-05,-0.000169,88.3094,88.31,0.003961,2e-06,0.00065,0.0023,1.0,0,0,0
291,2.91,approach,approach_open_wp036,0.238936,-0.157955,0.137505,0.213862,-0.195728,0.025,1.0,-1.6e-05,6e-06,-0.000166,88.3093,88.31,0.003116,2e-06,0.000455,0.0019,1.0,0,0,0
292,2.92,approach,approach_open_wp036,0.238669,-0.158353,0.13699,0.213861,-0.195729,0.025,1.0,2e-06,-1.9e-05,-0.000162,88.3093,88.31,0.002439,0.0,0.000742,0.0021,1.0,0,0,0
293,2.93,approach,approach_open_wp036,0.23845,-0.158678,0.136573,0.213863,-0.19573,0.025,1.0,1.6e-05,1.3e-05,-0.000169,88.3093,88.31,0.0019,2e-06,0.000599,0.0024,1.0,0,0,0
294,2.94,approach,approach_open_wp037,0.237803,-0.159693,0.135373,0.213863,-0.195728,0.025,1.0,-1.5e-05,9e-06,-0.000166,88.3095,88.31,0.007911,2e-06,0.000482,0.002,1.0,0,0,0
295,2.95,approach,approach_open_wp037,0.237218,-0.160603,0.134197,0.213861,-0.195729,0.025,1.0,-0.0,-1.9e-05,-0.000162,88.3094,88.31,0.006322,2e-06,0.000759,0.0022,1.0,0,0,0
296,2.96,approach,approach_open_wp037,0.236735,-0.161342,0.133238,0.213862,-0.19573,0.025,1.0,1.7e-05,1e-05,-0.000169,88.3094,88.31,0.00503,0.0,0.000545,0.0023,1.0,0,0,0
297,2.97,approach,approach_open_wp037,0.236337,-0.161942,0.13246,0.213863,-0.195728,0.025,1.0,-1.3e-05,1.1e-05,-0.000167,88.3094,88.31,0.003983,2e-06,0.000533,0.0019,1.0,0,0,0
298,2.98,approach,approach_open_wp037,0.23601,-0.16243,0.131827,0.213861,-0.195729,0.025,1.0,-3e-06,-2e-05,-0.000162,88.3093,88.31,0.003138,2e-06,0.000769,0.0023,1.0,0,0,0
299,2.99,approach,approach_open_wp037,0.235742,-0.162827,0.131313,0.213862,-0.19573,0.025,1.0,1.8e-05,7e-06,-0.000168,88.3093,88.31,0.002458,0.0,0.00049,0.0023,1.0,0,0,0
300,3.0,approach,approach_open_wp037,0.235522,-0.16315,0.130895,0.213863,-0.195728,0.025,1.0,-1.1e-05,1.3e-05,-0.000168,88.3093,88.31,0.001916,2e-06,0.000573,0.0019,1.0,0,0,0
301,3.01,approach,approach_open_wp038,0.234881,-0.164168,0.129658,0.213861,-0.195729,0.025,1.0,-6e-06,-1.9e-05,-0.000162,88.3094,88.31,0.007916,2e-06,0.000763,0.0023,1.0,0,0,0
302,3.02,approach,approach_open_wp038,0.23429,-0.165074,0.128487,0.213862,-0.19573,0.025,1.0,1.9e-05,3e-06,-0.000167,88.3094,88.31,0.00633,2e-06,0.000449,0.0022,1.0,0,0,0
303,3.03,approach,approach_open_wp038,0.233801,-0.165808,0.127532,0.213863,-0.195729,0.025,1.0,-9e-06,1.5e-05,-0.000168,88.3094,88.31,0.00504,0.0,0.000628,0.002,1.0,0,0,0
304,3.04,approach,approach_open_wp038,0.233397,-0.166404,0.126756,0.213861,-0.195729,0.025,1.0,-9e-06,-1.8e-05,-0.000162,88.3094,88.31,0.003994,2e-06,0.000736,0.0023,1.0,0,0,0
305,3.05,approach,approach_open_wp038,0.233065,-0.166888,0.126124,0.213862,-0.19573,0.025,1.0,1.8e-05,-1e-06,-0.000167,88.3093,88.31,0.003149,2e-06,0.000425,0.0021,1.0,0,0,0
306,3.06,approach,approach_open_wp038,0.232793,-0.167282,0.125611,0.213863,-0.195729,0.025,1.0,-6e-06,1.6e-05,-0.000169,88.3093,88.31,0.002468,0.0,0.000673,0.002,1.0,0,0,0
307,3.07,approach,approach_open_wp038,0.232569,-0.167602,0.125193,0.213861,-0.195728,0.025,1.0,-1.1e-05,-1.7e-05,-0.000162,88.3093,88.31,0.001925,2e-06,0.000693,0.0023,1.0,0,0,0
308,3.08,approach,approach_open_wp039,0.23193,-0.168621,0.123951,0.213861,-0.19573,0.025,1.0,1.7e-05,-3e-06,-0.000166,88.3094,88.31,0.007927,2e-06,0.00043,0.002,1.0,0,0,0
309,3.09,approach,approach_open_wp039,0.231334,-0.169523,0.122779,0.213863,-0.195729,0.025,1.0,-4e-06,1.8e-05,-0.000169,88.3094,88.31,0.00634,2e-06,0.000714,0.0021,1.0,0,0,0
310,3.1,approach,approach_open_wp039,0.230842,-0.170255,0.121823,0.213861,-0.195728,0.025,1.0,-1.4e-05,-1.5e-05,-0.000162,88.3094,88.31,0.00505,0.0,0.000644,0.0023,1.0,0,0,0
311,3.11,approach,approach_open_wp039,0.230436,-0.170849,0.121045,0.213861,-0.19573,0.025,1.0,1.6e-05,-6e-06,-0.000165,88.3094,88.31,0.004003,2e-06,0.000458,0.0019,1.0,0,0,0
312,3.12,approach,approach_open_wp039,0.230101,-0.171332,0.120413,0.213863,-0.195729,0.025,1.0,-2e-06,1.9e-05,-0.000169,88.3093,88.31,0.003156,2e-06,0.000752,0.0022,1.0,0,0,0
